fire,damage,roof_material,side_material,ground_deck_material,elevated_deck_material,eaves,vent_screen,window_pane,patio_cover,fence,count
eaton,no damage,asphalt,wood,masonry,masonry,unenclosed,unscreened,multi pane,combustible,non-combustible,1
eaton,no damage,asphalt,wood,masonry,masonry,unenclosed,unscreened,single pane,combustible,combustible,2
eaton,no damage,asphalt,wood,masonry,masonry,unenclosed,unscreened,single pane,combustible,n/a,2
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,<= 1/8 in,multi pane,combustible,n/a,1
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,<= 1/8 in,multi pane,combustible,non-combustible,2
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,<= 1/8 in,multi pane,n/a,combustible,2
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,<= 1/8 in,multi pane,n/a,n/a,5
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,<= 1/8 in,multi pane,n/a,non-combustible,3
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,<= 1/8 in,n/a,n/a,combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,<= 1/8 in,single pane,combustible,non-combustible,5
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,<= 1/8 in,single pane,n/a,non-combustible,3
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,> 1/8 in,multi pane,combustible,combustible,3
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,> 1/8 in,multi pane,combustible,n/a,2
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,> 1/8 in,multi pane,n/a,combustible,3
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,> 1/8 in,multi pane,n/a,non-combustible,2
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,> 1/8 in,multi pane,non-combustible,combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,> 1/8 in,multi pane,non-combustible,non-combustible,2
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,> 1/8 in,n/a,combustible,n/a,1
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,> 1/8 in,n/a,n/a,combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,> 1/8 in,n/a,n/a,n/a,1
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,> 1/8 in,single pane,combustible,combustible,7
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,> 1/8 in,single pane,combustible,n/a,2
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,> 1/8 in,single pane,combustible,non-combustible,2
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,> 1/8 in,single pane,n/a,combustible,3
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,> 1/8 in,single pane,n/a,n/a,1
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,> 1/8 in,single pane,n/a,non-combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,> 1/8 in,single pane,non-combustible,combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,> 1/8 in,single pane,non-combustible,n/a,1
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,> 1/8 in,single pane,non-combustible,non-combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,n/a,multi pane,combustible,combustible,2
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,n/a,multi pane,combustible,n/a,3
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,n/a,multi pane,combustible,non-combustible,2
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,n/a,multi pane,n/a,combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,n/a,multi pane,n/a,n/a,3
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,n/a,multi pane,n/a,non-combustible,3
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,n/a,n/a,n/a,combustible,2
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,n/a,n/a,n/a,non-combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,n/a,single pane,combustible,combustible,2
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,n/a,single pane,combustible,n/a,1
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,n/a,single pane,combustible,non-combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,n/a,single pane,n/a,combustible,2
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,n/a,single pane,n/a,n/a,5
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,unscreened,multi pane,combustible,n/a,1
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,unscreened,n/a,combustible,n/a,1
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,unscreened,n/a,n/a,combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,enclosed,unscreened,single pane,n/a,n/a,1
eaton,no damage,asphalt,wood,masonry,n/a,n/a,> 1/8 in,multi pane,n/a,combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,n/a,> 1/8 in,multi pane,n/a,non-combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,n/a,> 1/8 in,n/a,n/a,n/a,1
eaton,no damage,asphalt,wood,masonry,n/a,n/a,> 1/8 in,single pane,combustible,combustible,3
eaton,no damage,asphalt,wood,masonry,n/a,n/a,> 1/8 in,single pane,n/a,non-combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,n/a,n/a,multi pane,combustible,combustible,2
eaton,no damage,asphalt,wood,masonry,n/a,n/a,n/a,multi pane,combustible,non-combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,n/a,n/a,multi pane,n/a,n/a,1
eaton,no damage,asphalt,wood,masonry,n/a,n/a,n/a,n/a,combustible,n/a,1
eaton,no damage,asphalt,wood,masonry,n/a,n/a,n/a,n/a,n/a,n/a,2
eaton,no damage,asphalt,wood,masonry,n/a,n/a,n/a,n/a,n/a,non-combustible,2
eaton,no damage,asphalt,wood,masonry,n/a,n/a,n/a,single pane,combustible,combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,n/a,n/a,single pane,combustible,n/a,1
eaton,no damage,asphalt,wood,masonry,n/a,n/a,n/a,single pane,n/a,combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,n/a,n/a,single pane,n/a,n/a,1
eaton,no damage,asphalt,wood,masonry,n/a,n/a,unscreened,multi pane,combustible,combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,n/a,unscreened,n/a,combustible,n/a,1
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,<= 1/8 in,multi pane,combustible,combustible,9
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,<= 1/8 in,multi pane,combustible,n/a,1
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,<= 1/8 in,multi pane,n/a,combustible,9
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,<= 1/8 in,multi pane,n/a,n/a,8
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,<= 1/8 in,multi pane,n/a,non-combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,<= 1/8 in,n/a,n/a,n/a,2
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,<= 1/8 in,single pane,combustible,combustible,6
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,<= 1/8 in,single pane,combustible,n/a,2
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,<= 1/8 in,single pane,n/a,combustible,6
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,<= 1/8 in,single pane,n/a,n/a,7
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,<= 1/8 in,single pane,n/a,non-combustible,4
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,<= 1/8 in,single pane,non-combustible,combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,<= 1/8 in,single pane,non-combustible,n/a,1
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,<= 1/8 in,single pane,non-combustible,non-combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,multi pane,combustible,combustible,27
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,multi pane,combustible,n/a,10
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,multi pane,combustible,non-combustible,11
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,multi pane,n/a,combustible,17
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,multi pane,n/a,n/a,6
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,9
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,multi pane,non-combustible,combustible,2
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,n/a,combustible,n/a,1
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,n/a,n/a,combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,n/a,n/a,n/a,3
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,n/a,n/a,non-combustible,3
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,single pane,combustible,combustible,57
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,single pane,combustible,n/a,16
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,single pane,combustible,non-combustible,25
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,single pane,n/a,combustible,33
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,single pane,n/a,n/a,15
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,single pane,n/a,non-combustible,23
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,single pane,non-combustible,combustible,3
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,single pane,non-combustible,non-combustible,2
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,multi pane,combustible,combustible,9
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,multi pane,combustible,n/a,4
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,multi pane,combustible,non-combustible,6
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,multi pane,n/a,combustible,14
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,multi pane,n/a,n/a,16
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,multi pane,n/a,non-combustible,6
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,multi pane,non-combustible,n/a,1
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,n/a,combustible,combustible,4
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,n/a,combustible,n/a,1
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,n/a,combustible,non-combustible,2
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,n/a,n/a,combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,n/a,n/a,n/a,8
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,n/a,n/a,non-combustible,5
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,single pane,combustible,combustible,17
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,single pane,combustible,n/a,5
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,single pane,combustible,non-combustible,7
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,single pane,n/a,combustible,17
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,single pane,n/a,n/a,31
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,single pane,n/a,non-combustible,9
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,single pane,non-combustible,combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,single pane,non-combustible,n/a,1
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,unscreened,multi pane,combustible,combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,unscreened,multi pane,combustible,n/a,2
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,unscreened,multi pane,combustible,non-combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,unscreened,multi pane,n/a,combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,unscreened,multi pane,n/a,n/a,1
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,unscreened,multi pane,n/a,non-combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,unscreened,multi pane,non-combustible,combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,unscreened,n/a,combustible,non-combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,unscreened,n/a,n/a,non-combustible,1
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,unscreened,single pane,combustible,combustible,2
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,unscreened,single pane,combustible,n/a,6
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,unscreened,single pane,combustible,non-combustible,4
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,unscreened,single pane,n/a,combustible,3
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,unscreened,single pane,n/a,n/a,6
eaton,no damage,asphalt,wood,masonry,n/a,unenclosed,unscreened,single pane,n/a,non-combustible,3
eaton,no damage,asphalt,wood,masonry,wood,enclosed,<= 1/8 in,multi pane,n/a,combustible,1
eaton,no damage,asphalt,wood,masonry,wood,enclosed,<= 1/8 in,single pane,n/a,n/a,2
eaton,no damage,asphalt,wood,masonry,wood,enclosed,> 1/8 in,multi pane,combustible,combustible,1
eaton,no damage,asphalt,wood,masonry,wood,enclosed,> 1/8 in,multi pane,combustible,n/a,1
eaton,no damage,asphalt,wood,masonry,wood,enclosed,> 1/8 in,multi pane,n/a,non-combustible,2
eaton,no damage,asphalt,wood,masonry,wood,enclosed,> 1/8 in,single pane,combustible,combustible,2
eaton,no damage,asphalt,wood,masonry,wood,enclosed,> 1/8 in,single pane,n/a,combustible,1
eaton,no damage,asphalt,wood,masonry,wood,enclosed,> 1/8 in,single pane,n/a,n/a,1
eaton,no damage,asphalt,wood,masonry,wood,enclosed,> 1/8 in,single pane,n/a,non-combustible,2
eaton,no damage,asphalt,wood,masonry,wood,enclosed,n/a,multi pane,n/a,combustible,1
eaton,no damage,asphalt,wood,masonry,wood,enclosed,n/a,multi pane,n/a,n/a,1
eaton,no damage,asphalt,wood,masonry,wood,enclosed,n/a,single pane,combustible,combustible,1
eaton,no damage,asphalt,wood,masonry,wood,enclosed,n/a,single pane,combustible,n/a,1
eaton,no damage,asphalt,wood,masonry,wood,enclosed,n/a,single pane,combustible,non-combustible,2
eaton,no damage,asphalt,wood,masonry,wood,enclosed,n/a,single pane,n/a,n/a,2
eaton,no damage,asphalt,wood,masonry,wood,enclosed,n/a,single pane,n/a,non-combustible,1
eaton,no damage,asphalt,wood,masonry,wood,enclosed,n/a,single pane,non-combustible,non-combustible,1
eaton,no damage,asphalt,wood,masonry,wood,enclosed,unscreened,multi pane,combustible,combustible,1
eaton,no damage,asphalt,wood,masonry,wood,enclosed,unscreened,single pane,combustible,combustible,1
eaton,no damage,asphalt,wood,masonry,wood,enclosed,unscreened,single pane,n/a,n/a,1
eaton,no damage,asphalt,wood,masonry,wood,n/a,<= 1/8 in,multi pane,combustible,combustible,1
eaton,no damage,asphalt,wood,masonry,wood,n/a,<= 1/8 in,single pane,combustible,n/a,1
eaton,no damage,asphalt,wood,masonry,wood,n/a,> 1/8 in,multi pane,n/a,combustible,1
eaton,no damage,asphalt,wood,masonry,wood,n/a,> 1/8 in,multi pane,n/a,non-combustible,1
eaton,no damage,asphalt,wood,masonry,wood,n/a,n/a,n/a,combustible,combustible,1
eaton,no damage,asphalt,wood,masonry,wood,n/a,unscreened,multi pane,combustible,combustible,1
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,<= 1/8 in,multi pane,combustible,combustible,1
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,<= 1/8 in,multi pane,n/a,combustible,3
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,<= 1/8 in,single pane,combustible,combustible,1
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,<= 1/8 in,single pane,combustible,non-combustible,3
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,<= 1/8 in,single pane,n/a,combustible,2
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,multi pane,combustible,combustible,6
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,multi pane,combustible,n/a,2
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,multi pane,combustible,non-combustible,1
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,multi pane,n/a,combustible,5
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,2
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,multi pane,non-combustible,combustible,1
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,single pane,combustible,combustible,15
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,single pane,combustible,n/a,4
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,single pane,combustible,non-combustible,10
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,single pane,n/a,combustible,12
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,single pane,n/a,n/a,1
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,single pane,n/a,non-combustible,3
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,n/a,multi pane,combustible,combustible,4
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,n/a,multi pane,combustible,non-combustible,1
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,n/a,multi pane,n/a,combustible,1
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,n/a,multi pane,n/a,n/a,1
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,n/a,multi pane,n/a,non-combustible,1
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,n/a,n/a,n/a,combustible,1
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,n/a,single pane,combustible,combustible,4
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,n/a,single pane,combustible,n/a,3
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,n/a,single pane,combustible,non-combustible,1
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,n/a,single pane,n/a,combustible,3
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,n/a,single pane,n/a,non-combustible,1
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,unscreened,multi pane,combustible,combustible,2
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,unscreened,multi pane,combustible,non-combustible,1
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,unscreened,single pane,combustible,combustible,1
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,unscreened,single pane,combustible,non-combustible,2
eaton,no damage,asphalt,wood,masonry,wood,unenclosed,unscreened,single pane,n/a,n/a,1
eaton,no damage,asphalt,wood,n/a,composite,n/a,> 1/8 in,multi pane,n/a,non-combustible,1
eaton,no damage,asphalt,wood,n/a,composite,unenclosed,> 1/8 in,multi pane,combustible,n/a,1
eaton,no damage,asphalt,wood,n/a,composite,unenclosed,> 1/8 in,single pane,n/a,n/a,1
eaton,no damage,asphalt,wood,n/a,composite,unenclosed,n/a,multi pane,combustible,n/a,1
eaton,no damage,asphalt,wood,n/a,composite,unenclosed,n/a,single pane,non-combustible,n/a,1
eaton,no damage,asphalt,wood,n/a,masonry,enclosed,<= 1/8 in,multi pane,n/a,combustible,1
eaton,no damage,asphalt,wood,n/a,masonry,enclosed,<= 1/8 in,multi pane,n/a,n/a,1
eaton,no damage,asphalt,wood,n/a,masonry,enclosed,<= 1/8 in,single pane,n/a,n/a,1
eaton,no damage,asphalt,wood,n/a,masonry,enclosed,> 1/8 in,multi pane,n/a,combustible,2
eaton,no damage,asphalt,wood,n/a,masonry,enclosed,> 1/8 in,single pane,n/a,n/a,1
eaton,no damage,asphalt,wood,n/a,masonry,enclosed,> 1/8 in,single pane,n/a,non-combustible,1
eaton,no damage,asphalt,wood,n/a,masonry,enclosed,n/a,multi pane,n/a,combustible,1
eaton,no damage,asphalt,wood,n/a,masonry,enclosed,n/a,single pane,combustible,n/a,1
eaton,no damage,asphalt,wood,n/a,masonry,enclosed,n/a,single pane,n/a,combustible,1
eaton,no damage,asphalt,wood,n/a,masonry,enclosed,n/a,single pane,n/a,n/a,1
eaton,no damage,asphalt,wood,n/a,masonry,unenclosed,<= 1/8 in,single pane,combustible,n/a,1
eaton,no damage,asphalt,wood,n/a,masonry,unenclosed,<= 1/8 in,single pane,n/a,combustible,1
eaton,no damage,asphalt,wood,n/a,masonry,unenclosed,> 1/8 in,multi pane,combustible,n/a,1
eaton,no damage,asphalt,wood,n/a,masonry,unenclosed,> 1/8 in,multi pane,combustible,non-combustible,1
eaton,no damage,asphalt,wood,n/a,masonry,unenclosed,> 1/8 in,multi pane,n/a,combustible,1
eaton,no damage,asphalt,wood,n/a,masonry,unenclosed,> 1/8 in,multi pane,n/a,n/a,1
eaton,no damage,asphalt,wood,n/a,masonry,unenclosed,> 1/8 in,single pane,combustible,combustible,3
eaton,no damage,asphalt,wood,n/a,masonry,unenclosed,> 1/8 in,single pane,combustible,n/a,1
eaton,no damage,asphalt,wood,n/a,masonry,unenclosed,> 1/8 in,single pane,combustible,non-combustible,1
eaton,no damage,asphalt,wood,n/a,masonry,unenclosed,> 1/8 in,single pane,n/a,combustible,1
eaton,no damage,asphalt,wood,n/a,masonry,unenclosed,> 1/8 in,single pane,n/a,n/a,1
eaton,no damage,asphalt,wood,n/a,masonry,unenclosed,n/a,single pane,non-combustible,n/a,1
eaton,no damage,asphalt,wood,n/a,masonry,unenclosed,unscreened,single pane,combustible,combustible,1
eaton,no damage,asphalt,wood,n/a,n/a,enclosed,<= 1/8 in,multi pane,n/a,combustible,1
eaton,no damage,asphalt,wood,n/a,n/a,enclosed,<= 1/8 in,multi pane,n/a,n/a,3
eaton,no damage,asphalt,wood,n/a,n/a,enclosed,<= 1/8 in,multi pane,n/a,non-combustible,1
eaton,no damage,asphalt,wood,n/a,n/a,enclosed,<= 1/8 in,n/a,combustible,combustible,1
eaton,no damage,asphalt,wood,n/a,n/a,enclosed,<= 1/8 in,single pane,n/a,combustible,2
eaton,no damage,asphalt,wood,n/a,n/a,enclosed,> 1/8 in,multi pane,combustible,combustible,2
eaton,no damage,asphalt,wood,n/a,n/a,enclosed,> 1/8 in,multi pane,n/a,n/a,3
eaton,no damage,asphalt,wood,n/a,n/a,enclosed,> 1/8 in,multi pane,n/a,non-combustible,2
eaton,no damage,asphalt,wood,n/a,n/a,enclosed,> 1/8 in,n/a,n/a,n/a,1
eaton,no damage,asphalt,wood,n/a,n/a,enclosed,> 1/8 in,single pane,combustible,combustible,2
eaton,no damage,asphalt,wood,n/a,n/a,enclosed,> 1/8 in,single pane,combustible,non-combustible,1
eaton,no damage,asphalt,wood,n/a,n/a,enclosed,> 1/8 in,single pane,n/a,combustible,3
eaton,no damage,asphalt,wood,n/a,n/a,enclosed,> 1/8 in,single pane,n/a,non-combustible,2
eaton,no damage,asphalt,wood,n/a,n/a,enclosed,n/a,multi pane,combustible,combustible,1
eaton,no damage,asphalt,wood,n/a,n/a,enclosed,n/a,multi pane,combustible,non-combustible,1
eaton,no damage,asphalt,wood,n/a,n/a,enclosed,n/a,multi pane,n/a,n/a,5
eaton,no damage,asphalt,wood,n/a,n/a,enclosed,n/a,multi pane,n/a,non-combustible,1
eaton,no damage,asphalt,wood,n/a,n/a,enclosed,n/a,n/a,combustible,combustible,1
eaton,no damage,asphalt,wood,n/a,n/a,enclosed,n/a,n/a,n/a,combustible,3
eaton,no damage,asphalt,wood,n/a,n/a,enclosed,n/a,n/a,n/a,n/a,3
eaton,no damage,asphalt,wood,n/a,n/a,enclosed,n/a,n/a,n/a,non-combustible,1
eaton,no damage,asphalt,wood,n/a,n/a,enclosed,n/a,single pane,combustible,combustible,2
eaton,no damage,asphalt,wood,n/a,n/a,enclosed,n/a,single pane,combustible,n/a,1
eaton,no damage,asphalt,wood,n/a,n/a,enclosed,n/a,single pane,n/a,combustible,5
eaton,no damage,asphalt,wood,n/a,n/a,enclosed,n/a,single pane,n/a,n/a,5
eaton,no damage,asphalt,wood,n/a,n/a,enclosed,n/a,single pane,n/a,non-combustible,1
eaton,no damage,asphalt,wood,n/a,n/a,enclosed,n/a,single pane,non-combustible,combustible,1
eaton,no damage,asphalt,wood,n/a,n/a,enclosed,n/a,single pane,non-combustible,n/a,1
eaton,no damage,asphalt,wood,n/a,n/a,n/a,<= 1/8 in,multi pane,n/a,n/a,1
eaton,no damage,asphalt,wood,n/a,n/a,n/a,<= 1/8 in,multi pane,n/a,non-combustible,1
eaton,no damage,asphalt,wood,n/a,n/a,n/a,<= 1/8 in,single pane,n/a,combustible,1
eaton,no damage,asphalt,wood,n/a,n/a,n/a,> 1/8 in,multi pane,combustible,combustible,1
eaton,no damage,asphalt,wood,n/a,n/a,n/a,> 1/8 in,multi pane,n/a,n/a,3
eaton,no damage,asphalt,wood,n/a,n/a,n/a,> 1/8 in,n/a,n/a,n/a,1
eaton,no damage,asphalt,wood,n/a,n/a,n/a,> 1/8 in,single pane,n/a,n/a,2
eaton,no damage,asphalt,wood,n/a,n/a,n/a,n/a,multi pane,n/a,combustible,2
eaton,no damage,asphalt,wood,n/a,n/a,n/a,n/a,multi pane,n/a,n/a,1
eaton,no damage,asphalt,wood,n/a,n/a,n/a,n/a,n/a,combustible,n/a,2
eaton,no damage,asphalt,wood,n/a,n/a,n/a,n/a,n/a,n/a,combustible,2
eaton,no damage,asphalt,wood,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2
eaton,no damage,asphalt,wood,n/a,n/a,n/a,n/a,n/a,n/a,non-combustible,3
eaton,no damage,asphalt,wood,n/a,n/a,n/a,n/a,single pane,combustible,combustible,1
eaton,no damage,asphalt,wood,n/a,n/a,n/a,n/a,single pane,combustible,n/a,3
eaton,no damage,asphalt,wood,n/a,n/a,n/a,n/a,single pane,n/a,combustible,6
eaton,no damage,asphalt,wood,n/a,n/a,n/a,n/a,single pane,n/a,n/a,7
eaton,no damage,asphalt,wood,n/a,n/a,n/a,n/a,single pane,n/a,non-combustible,3
eaton,no damage,asphalt,wood,n/a,n/a,n/a,unscreened,n/a,combustible,n/a,1
eaton,no damage,asphalt,wood,n/a,n/a,n/a,unscreened,n/a,n/a,n/a,1
eaton,no damage,asphalt,wood,n/a,n/a,n/a,unscreened,single pane,n/a,n/a,1
eaton,no damage,asphalt,wood,n/a,n/a,unenclosed,<= 1/8 in,multi pane,combustible,combustible,1
eaton,no damage,asphalt,wood,n/a,n/a,unenclosed,<= 1/8 in,multi pane,combustible,non-combustible,1
eaton,no damage,asphalt,wood,n/a,n/a,unenclosed,<= 1/8 in,multi pane,n/a,combustible,1
eaton,no damage,asphalt,wood,n/a,n/a,unenclosed,<= 1/8 in,multi pane,n/a,n/a,6
eaton,no damage,asphalt,wood,n/a,n/a,unenclosed,<= 1/8 in,single pane,combustible,combustible,2
eaton,no damage,asphalt,wood,n/a,n/a,unenclosed,<= 1/8 in,single pane,n/a,combustible,1
eaton,no damage,asphalt,wood,n/a,n/a,unenclosed,<= 1/8 in,single pane,n/a,n/a,10
